央视IPV6,#genre#
河南卫视,http://tvpull.dxhmt.cn:9081/tv/11425-1.m3u8
河南卫视,http://183.222.242.31:8088/hls/35/index.m3u8
江西卫视,http://183.215.134.239:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://112.27.235.94:8000/hls/47/index.m3u8
三沙卫视,https://srs.ssws.tv/video/sstv-10/index.m3u8
三沙卫视,https://stream1.freetv.fun/san-sha-wei-shi-25.m3u8
山东卫视,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
山西卫视,https://stream1.freetv.fun/shan-xi-wei-shi-90.m3u8
山西卫视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
四川卫视,http://183.222.242.31:8088/hls/17/index.m3u8
四川卫视,http://sh.lnott.top:880/dx45.m3u8
四川卫视,http://112.27.235.94:8000/hls/35/index.m3u8
天津卫视,http://sh.lnott.top:880/dx30.m3u8
新疆卫视,https://stream1.freetv.fun/911b4a31c28337bf73de55fc82140afda2395baef5b07bf579fec943ee8d3457.m3u8
安多卫视,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd
安多卫视,rtmp://liveout.xntv.tv/a65jur/96iln2
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8
延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
云南卫视,http://sh.lnott.top:880/dx49.m3u8
浙江卫视,http://183.215.134.239:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,https://stream1.freetv.fun/zhe-jiang-wei-shi-39.m3u8
浙江卫视,http://sh.lnott.top:880/dx32.m3u8
浙江卫视,http://112.27.235.94:8000/hls/29/index.m3u8
重庆卫视,https://stream1.freetv.fun/zhong-qing-wei-shi-55.m3u8
青海卫视,http://112.254.55.106:22222/rtp/239.253.254.195:8000
山东卫视,http://112.254.55.106:22222/rtp/239.253.254.78:8000
山东卫视4K,http://116.237.37.244:8888/rtp/239.45.3.180:5140
山西卫视,http://116.237.37.244:8888/rtp/239.45.0.57:5140
陕西卫视,http://183.220.107.138:4022/rtp/239.11.0.54:5140
四川卫视,http://116.237.37.244:8888/rtp/239.45.1.23:5140
天津卫视,http://112.254.55.106:22222/rtp/239.253.254.89:8000
云南卫视,http://116.237.37.244:8888/rtp/239.45.3.206:5140
云南卫视,http://183.220.107.138:4022/rtp/239.11.0.52:5140
浙江卫视,http://116.237.37.244:8888/rtp/239.45.3.178:5140
浙江卫视,http://183.220.107.138:4022/rtp/239.11.0.70:5140
重庆卫视,http://116.237.37.244:8888/rtp/239.45.1.84:5140
黑龙江卫视,http://116.237.37.244:8888/rtp/239.45.3.232:5140
数字频道,#genre#
CHC-动作电影,http://live.nctv.top/huya.php?id=11602077
CHC-家庭影院,https://iptv.catvod.com/live.php?id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2%E5%8F%B0
CHC-动作电影,http://112.254.55.106:22222/rtp/239.253.254.153:8000
CHC-家庭影院,http://112.254.55.106:22222/rtp/239.253.254.152:8000
CHC-高清电影,http://112.254.55.106:22222/rtp/239.253.254.154:8000
BesTV,http://116.237.37.244:8888/rtp/239.45.1.29:5140
BesTV4K电影,http://116.237.37.244:8888/rtp/239.45.3.107:5140
精彩电影,http://112.254.55.106:22222/rtp/239.253.254.142:8000
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
浙江卫视4k,https://play-qukan.cztv.com/live/1758879019692345.m3u8
港台频道,#genre#
Astro AEC,http://php.jdshipin.com/smt.php?id=AEC
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
AstroQJ,http://php.jdshipin.com/smt.php?id=Quanjia
TVB Plus,http://r.jdshipin.com/Nr5jq
TVB娱乐新闻台,http://php.jdshipin.com/smt.php?id=Tvbentertainment
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
ViuTV,http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv
ViuTV,http://r.jdshipin.com/TcKr2
爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi
八度空间,http://php.jdshipin.com/smt.php?id=TV8
第一财经,http://cdn3.163189.xyz/163189/dycj
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
翡翠台,http://r.jdshipin.com/62WM7
华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali
华丽翡翠台,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
龙华电影台,http://cdn8.163189.xyz/163189/lhdy
龙华卡通,http://cdn8.163189.xyz/163189/lhkt
龙华偶像,http://cdn8.163189.xyz/163189/lhox
龙华日韩,http://cdn8.163189.xyz/163189/lhrh
龙华洋片,http://cdn8.163189.xyz/163189/lhyp
明珠台,http://r.jdshipin.com/ZQ4kN
三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8?txiptv&playlive
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
天映频道,http://php.jdshipin.com/smt.php?id=Celestial
卫视电影,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8
无线新闻台,http://php.jdshipin.com/smt.php?id=inews_twn
五星体育,http://cdn3.163189.xyz/163189/wxty
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
亚洲卫视,https://pull-hsbj.vzan.com/v/slowlive_821481626725612419.flv
电影轮播,#genre#
周星驰,http://live.nctv.top/huya.php?id=11342412
周星驰1,http://live.nctv.top/huya.php?id=11336587
林正英,http://live.nctv.top/huya.php?id=11342421
沈腾,http://live.nctv.top/huya.php?id=11601968
成龙,http://live.nctv.top/huya.php?id=11342386
王晶,http://live.nctv.top/huya.php?id=11602058
甄子丹,http://live.nctv.top/huya.php?id=11352935
古装片,http://live.nctv.top/huya.php?id=11336590
喜剧电影笑不停,http://huanqiuzhibo.cn/manifest/douyu.php?id=10298856
四叶草影视,http://lxajh.top/tv/douyu.php?id=9446117
苹果影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=2793084
粤语电影,https://live.ottiptv.cc/douyu/1226741
重温经典,https://iptv.catvod.com/live.php?id=%E9%87%8D%E6%B8%A9%E7%BB%8F%E5%85%B8
经典电影,rtmp://live.gxrb.com.cn/pull/red_movies_0501
龙视超级笑匠,https://www.goodiptv.club/douyu/9375450
达人频道,#genre#
爱旅行的巧克力,http://lxajh.top/tv/douyu.php?id=9653323
我叫孙火旺,http://lxajh.top/tv/douyu.php?id=9770949
农氏野钓,http://lxajh.top/tv/douyu.php?id=10103361
渔民老海,http://lxajh.top/tv/douyu.php?id=9272327
爱旅行的巧克力,http://huanqiuzhibo.cn/manifest/douyu.php?id=9653323
流浪吧王温暖,http://lxajh.top/tv/douyu.php?id=655973
多多其木格,http://huanqiuzhibo.cn/manifest/douyu.php?id=9075374
农村幺妹儿,http://huanqiuzhibo.cn/manifest/douyu.php?id=9344884
阿坤在努力,http://huanqiuzhibo.cn/manifest/douyu.php?id=9407329
功夫联盟2020,http://lxajh.top/tv/douyu.php?id=9169624
林家渔妹,http://huanqiuzhibo.cn/manifest/douyu.php?id=9348805
钓鱼大锋子,http://huanqiuzhibo.cn/manifest/douyu.php?id=10074370
阿坤在努力,http://lxajh.top/tv/douyu.php?id=9407329
大胡子魏,http://lxajh.top/tv/douyu.php?id=8792763
林家渔妹,http://lxajh.top/tv/douyu.php?id=9348805
钓鱼大锋子,http://lxajh.top/tv/douyu.php?id=10074370
书岳钓鱼,http://lxajh.top/tv/douyu.php?id=10100206
俩个麻瓜,http://lxajh.top/tv/douyu.php?id=10121755
影视解说,#genre#
自说自话的总裁,http://lxajh.top/tv/douyu.php?id=9317739
3说电影,http://lxajh.top/tv/douyu.php?id=9643264
阎君说剧,http://129.150.54.232:10001/douyu/10475459
安小闫说电影x,http://129.150.54.232:10001/douyu/1842621
火龙果说电影,http://lxajh.top/tv/douyu.php?id=9559158
汪哥说电影,http://lxajh.top/tv/douyu.php?id=9312685
据说放映室,http://222.186.39.21:35466/douyu/8837964
据说放映室,http://129.150.54.232:10001/douyu/8837964
九叔说电影v,http://lxajh.top/tv/douyu.php?id=9348282
飞碟说官方,http://lxajh.top/tv/douyu.php?id=1449125
鲨说电影,http://222.186.39.21:35466/douyu/9544628
鲨说电影,http://lxajh.top/tv/douyu.php?id=9544628
辰哥说电影,http://lxajh.top/tv/douyu.php?id=9371407
老邪说电影,http://lxajh.top/tv/douyu.php?id=9222870
爆笑解说,http://huanqiuzhibo.cn/manifest/douyu.php?id=2660125
爆笑解说,http://huanqiuzhibo.cn/manifest/douyu.php?id=8317926
代娱说美剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=9123570
虎妞说电影,http://live.nctv.top/huya.php?id=20343144
老皮讲电影,http://live.nctv.top/huya.php?id=16968572
小冉看电影,http://live.nctv.top/huya.php?id=17341907
